ID	SENTENCE	HEAD WORD	DEPENDENT WORD	RELATION	CORRECT?
8381	There is demand for state-of-the-art machine tools in the Soviet Union and in other Eastern European countries as those nations strive to improve the efficiency of their ailing factories as well as the quality of their goods .	as	well	mwe
8497	The GM agreement is expected to retain Jaguar 's independence by involving an eventual 30 % stake for the U.S. auto giant as well as joint manufacturing and marketing ventures .	as	well	mwe
8576	That includes his companion of 15 years , Johanna Lawrenson , as well as his former wife , Anita .	as	well	mwe
8582	CBS News interviewed Jack Hoffman and his sister , Phyllis , as well as Mr. Hoffman 's landlord in Solebury Township , Pa .	as	well	mwe
8672	The information on 125 metropolitan markets is supplied by retailers such as Sears , Roebuck & Co. and K mart Corp. as well as closely held concerns such as R.H. Macy & Co .	as	well	mwe
8731	`` The reinsurance market has been bloodied by disasters '' in the U.S. as well as in Great Britain and Europe , says Thomas Rosencrants , director of research at Interstate/Johnson Lane Inc. in Atlanta .	as	well	mwe
8954	Prices this week will likely be dominated by reports on the progress of the corn and soybean harvest as well as by speculation about more purchases of U.S. crops by the Soviet Union .	as	well	mwe
9061	Fundamental factors are at work as well .	as	well	mwe
9113	The House has voted to repeal most of the Catastrophic Coverage Act of 1988 , however , which would end the monthly catastrophic-care premium , as well as an unpopular income surtax paid by about 40 % of the wealthier Medicare beneficiaries .	as	well	mwe
9610	But in the end , it must be rejected for logical as well as moral reasons .	as	well	mwe
9917	Rather , there increasingly is a group of international brokerage and trading firms that operate in most European financial centers -- including European giants such as Barclays Bank PLC and Deutsche Bank , as well as Merrill Lynch & Co. and Shearson Lehman Hutton Inc. of the U.S. and Japan 's Nomura Securities Co .	as	well	mwe
10226	The charge represents a write-down of the goodwill associated with Poughkeepsie 's investment in the banks it is trying to sell and its North Carolina branches as well .	as	well	mwe
10481	But even those numbers do n't describe the situation as well as the athletes do in their own words .	as	well	mwe
11013	But they must also assign a price to each of these items as well as to floors , wallcoverings , roofing and siding , to come up with a total value for a house .	as	well	mwe
11180	`` Vandenberg and Rayburn are heroes of mine , '' Mr. Boren says , referring as well to Sam Rayburn , the Democratic House speaker who cooperated with President Eisenhower .	as	well	mwe
11709	It also provides for benefit adjustments , including a partial restoration of vacations and holidays , as well as work-rule changes to increase productivity .	as	well	mwe
11899	Mr. Morishita scoffs at those stories , as well as the ones connecting him to the Japanese mob .	as	well	mwe
11928	This reflects the restoration of wage cuts in the steel and other industries as well as higher wages granted nurses who work in health-care facilities .	as	well	mwe
12346	Mr. Kiep said he sought the combination because `` all our large clients in Germany are becoming European companies or multinational companies and they expect an insurance broker '' to serve them as well in Paris as in Germany .	as	well	mwe
12508	The `` Thin Man '' series of movies , as well as many others , based their entire comedic appeal on the star detectives ' witty quips and puns as other characters in the movies were murdered .	as	well	mwe
12877	As one of his defenders so aptly put it , President Reagan was simply doing what he had always done before his election ( and some would say thereafter as well ) .	as	well	mwe
12985	These decisions deserve more attention than they have received from scholars , and from journalists as well .	as	well	mwe
13669	The Ku Klux Klan was revived in the 1920s as a national organization aimed at Catholics and Jews as well as blacks .	as	well	mwe
14129	In addition , neurologists were beginning to report these observations as well .	as	well	mwe
14157	It 's the most stunning example of Las Vegas 's concerted effort to transform itself into a world-famous vacation resort for families as well as gamblers .	as	well	mwe
14530	`` We 're confident we 'll be paying our bills for spring merchandise as well . ''	as	well	mwe
14759	For its future strategy , Columbia officials said the thrift may branch out into commercial lending or managing outside investments , as well as beefing up more traditional thrift activities .	as	well	mwe
15042	Soybean and corn futures prices moved higher on the strength of buying from commodity pool managers trying to profit from technical price trends , as well as continued export strength .	as	well	mwe
16189	By his moderate Republican heritage as well as the warnings of political advisers who say the issue is vital to younger voters , the president might seem to have at least some sympathy with abortion-rights arguments .	as	well	mwe
16263	In addition , USX 's giant steel segment , representing 34 % of its 1988 sales , is facing softening demand and slipping prices as well as increasing competition from foreign steelmakers and low-cost minimills .	as	well	mwe
16459	Net income at Sears 's merchandise group , which includes international and credit card operations , as well as U.S. stores , fell 25 % .	as	well	mwe
16793	A Salomon spokesman said its stock , bond and foreign exchange trading , as well as its investment banking operations , were mostly responsible for the earnings jump .	as	well	mwe
18340	Tokyo 's winning streak came to an end , and stocks fell in Frankfurt and across Europe as well .	as	well	mwe
18382	The decline in prices cut broadly through the blue-chip issues , as Siemens tumbled 7.5 to 544 , Deutsche Bank plunged 7 to 657 , and the auto makers fell sharply as well .	as	well	mwe
18668	She thinks a recovery in the stock market would help copper rebound as well .	as	well	mwe
18818	Takeover speculators -- who have already taken a record loss estimated at more than $ 700 million on UAL -- started selling other stocks as well as S&P futures in an attempt to hedge against a further UAL blood bath .	as	well	mwe
19511	The number of computers has mushroomed in recent years , with 10,000 in use , as well as 30,000 miniature models .	as	well	mwe
19929	Mr. Teagan points out as well that if the equipment designed to get along without CFCs is less efficient than current devices , energy consumption will rise and that will worsen the greenhouse effect .	as	well	mwe
20221	Systemwide sales , which include sales at franchisee as well as company-owned stores , totaled $ 4.59 billion compared with $ 4.2 billion .	as	well	mwe
20252	`` The others will probably be delivered as well , but Carnival will likely have to pay a higher price for them . ''	as	well	mwe
20294	The conference , held in Lower Silesia , was co-sponsored by the Environment Ministry , the Rockefeller Brothers Fund , and the Polish Ecological Club , and was attended by 50 Poles from government and industry , as well as Hungarians , Czechs , Russians , Japanese and Americans .	as	well	mwe
20390	And the reason we do n't want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , as well as to violate some cherished vested interests .	as	well	mwe
20571	The federal productivity estimators use labor input , rather than output , data for their calculations of half of private financial and service industries as well .	as	well	mwe
20847	He said that he was particularly interested in his firm gaining expertise in futures , options , mortgaged-backed securities , computerized trading and investment systems as well as mergers and acquisitions .	as	well	mwe
21006	Although Exxon spent heavily during the latest quarter to clean up the Alaskan shoreline blackened by its huge oil spill , those expenses as well as the cost of a continuing spill-related program are covered by $ 880 million in charges taken during the first half .	as	well	mwe
21159	Entertainment and media stocks generally escaped the market 's slide as well .	as	well	mwe
21477	He attributed that to the issue 's aggressive pricing and large size , as well as the general lethargy in the municipal marketplace .	as	well	mwe
21571	To be exotic was to be patronized as well as prized , but for the most part Paris was a friendly island in a racist world .	as	well	mwe
21672	The sale and spinoff of the real estate unit is the first phase of what could lead to the breakup of Santa Fe Pacific into free-standing companies for its railroad and energy operations , as well as real estate .	as	well	mwe
21734	Charles A. Donohoo , sole proprieter of a Louisville , Ky. , demolition company , was found guilty of violating the Superfund law as well as the Clean Air Act .	as	well	mwe
22034	The company attributed the improvement to strong demand in the semiconductor equipment segment as well as the acquisition of Echelon Service Co. and the inclusion of a full year 's results of operations for RTS Inc. , compared with seven months ' results for the prior year .	as	well	mwe
22283	She was interested only if she could guide it editorially as well .	as	well	mwe
22290	Those columns -- vivid discussions of the cultural and literary reverberations of food as well as practical advice on how to glamorize dreary Sovietized meals -- became the basis for her erudite and entertaining cookbook , `` The Art of Russian Cuisine , '' brought out in 1983 by Macmillan Publishing Co .	as	well	mwe
22328	Doing business with the Russians , once the pursuit of a handful of hardened veterans , has become the goal of such major companies as General Motors Corp. , Federal Express Corp. and Procter & Gamble Co. , as well as a cluster of smaller firms .	as	well	mwe
22332	Executives say Mr. Gorbachev 's moves to break up the government 's foreign trade monopoly have created uncertainties as well as opportunities .	as	well	mwe
22341	For political as well as economic reasons , U.S. companies are at the top of his priorities -- a point he underscored by spending two hours walking around the U.S. trade show last week .	as	well	mwe
22392	Mr. Skase , a 41-year-old former newspaper reporter who chairs the company , said in a statement that Qintex will sell its 51 % stake in its upscale Mirage resorts in Australia and Hawaii as well as three Australian television stations .	as	well	mwe
22763	But this time it 's hurting opposition as well as ruling-party members .	as	well	mwe
22863	A lot of observers think so , and , if they 're right , the whole economy as well as the spendthrifts among us could be hurt .	as	well	mwe
23248	Gen. Scowcroft knows as well as anyone that one of the biggest dangers he faces is that NSC staffers working in relative anonymity will take over policy-making and operational tasks that are best left to bigger and more experienced State Department and Pentagon bureaus .	as	well	mwe
23544	MCA on Friday said that as a result of Qintex 's failure to make the required payment it was terminating the distribution agreement on `` The New Leave It to Beaver '' as well as other MCA properties .	as	well	mwe
23689	It 's not just in Eastern Europe where the march of events is finally on the U.S. side , but on the horn of Africa as well .	as	well	mwe
23915	Profits are also plowed back into the community ; the non-profit Vermont-Slauson Economic Development Corp. receives 60 % of the profits from the Vermont-Slauson Center and uses the money to provide moderate and low-cost housing in the community -- now running into the hundreds of units -- as well as commercial and industrial development projects .	as	well	mwe
24215	Benson & Hedges has been one of its most high-visibility campaigns , as well as one of its largest clients .	as	well	mwe
24434	After years of relative obscurity , he is starting to attract notice for the ecological as well as the aesthetic quality of his architecture .	as	well	mwe
24437	He has designed furniture and homes as well as commercial and office space .	as	well	mwe
24769	Mr. Stein said Woodstream is `` marginally profitable '' but has n't performed as well as expected .	as	well	mwe
24777	Ekco 's housewares operation makes kitchen tools and gadgets , as well as bakeware , at factories in the U.S. and Canada .	as	well	mwe
25050	He suggests investors think about buying cyclical shares in the weeks ahead , as well as growth issues .	as	well	mwe
25643	The week 's other notable indicators include mid-October auto sales , September durable goods orders as well as September personal income , personal consumption and the saving rate .	as	well	mwe
25675	Yet under its 45-year-old president , Trelleborg moved aggressively into those unfashionable base industries -- first strengthening its existing rubber and plastics division , later adding mining as well as building and construction materials .	as	well	mwe
26335	Mr. Jackson showed up at the affair to sign autographs for a fee as well .	as	well	mwe
26511	So throughout the decade I have maintained my share of individual retirement accounts and CDs , and tinkered with stocks , bonds and mutual funds , as well as preserving my necessary position in the residential real-estate market .	as	well	mwe
26573	But membership in the International Association of Financial Planners ( IAFP ) , the industry 's biggest trade group , is still nearly triple what it was in 1980 , and it 's believed that the ranks of planners who do n't belong to any group have soared as well .	as	well	mwe
26682	Newport Beach operations differ from the Hollywood boiler rooms in style as well as in dollars .	as	well	mwe
26994	And in most cases , a huge hunk of your premium in the initial year or two of the the policy is , in effect , paying the salesman 's commission as well ; investment returns on most policies are actually negative for several years , largely because of this .	as	well	mwe
27306	I suggest that The Wall Street Journal ( as well as other U.S. news publications of like mind ) should put its money where its mouth is : Lend computer equipment to replace that damaged at El Espectador , buy ad space , publish stories under the bylines of El Espectador journalists .	as	well	mwe
28100	Meanwhile , the company 's service center segment , which saw operating profit drop to $ 11.5 million from $ 30.7 million a year ago , experienced much of the same demand and cost problems , as well as start-up costs associated with a coil processing facility in Chicago and an upgraded computer information system .	as	well	mwe
28462	In an interview , Pemberton Hutchinson , president and chief executive , cited several reasons for the improvement : higher employee productivity and `` good natural conditions '' in the mines , as well as lower costs for materials , administrative overhead and debt interest .	as	well	mwe
28722	They have offered bundles of homeequity loans , as well as packages of loans used to buy vacation time-shares .	as	well	mwe
28764	That means investors have to focus on the quality of the debt that lies beneath the securities , as well as on the credit enhancement for the issue and the credit ratings the issue has received .	as	well	mwe
28778	That could widen the yield spread between Treasurys and asset-backed securities , as well as make it tougher to unload the latter .	as	well	mwe
29026	That would benefit Chinese enterprises as well as Sino-foreign joint ventures , both of which have been plagued by shortages of working capital .	as	well	mwe
29046	Other fundamental `` reforms '' of the 1986 act have been threatened as well .	as	well	mwe
29209	Higher oil prices were n't enough to offset a roughly $ 20 million charge related to a 10 % reduction in Amoco 's Canadian work force as well as increased exploration expenses .	as	well	mwe
29340	The jump reflected record results in Las Vegas , Nev. , and Atlantic City , N.J. , as well as a full quarter 's results from Harrah 's Del Rio in Laughlin , Nev .	as	well	mwe
29655	Call option beginning March 31 , 1992 , if the price of the stock rises more than 50 % within 30 trading days as well as a call option for tax reasons .	as	well	mwe
29684	NewsEdge uses an FM radio band to carry news wires provided by Reuters , McGraw-Hill and Dow Jones & Co. , as well as PR Newswire , which carries corporate press releases .	as	well	mwe
29758	Republicans as well as Democrats were angered by the budget director 's rejection of Speaker Foley 's effort to expedite a deficitcutting measure by stripping it of the capital-gains tax cut as well as pet Democratic projects .	as	well	mwe
29758	Republicans as well as Democrats were angered by the budget director 's rejection of Speaker Foley 's effort to expedite a deficitcutting measure by stripping it of the capital-gains tax cut as well as pet Democratic projects .	as	well	mwe
29878	Suits are likely to be filed against engineering firms , contractors and developers , as well as against local-government agencies .	as	well	mwe
29976	Prompted by an earlier California earthquake , as well as a fire in a Los Angeles office tower , Great Western Bank in the past year hired three emergency planners and spent $ 75,000 equipping a trailer with communications gear to serve as an emergency headquarters .	as	well	mwe
30251	California lawmakers want to eliminate temporarily a $ 100 million cap on the amount of federal highway relief for each state for each disaster , as well as a prohibition on using the emergency highway aid to repair toll roads .	as	well	mwe
30710	Mr. Beale commented that the mark remains well bid against other currencies as well .	as	well	mwe
32053	Despite administration reservations , the plan has had the quiet backing of customs officials as well as influential lawmakers from Cessna 's home state , Kansas .	as	well	mwe
32062	The 79-year-old Mississippian takes a more orthodox , entrenched view of agriculture policy than those in the movement to reduce chemical use , but as a master of pork-barrel politics , he is believed to be annoyed as well that the project moved to Arkansas from a Tennessee center near Memphis and the northern Mississippi border .	as	well	mwe
32370	The space shuttle Atlantis boosted the Galileo spacecraft on its way to Jupiter , giving a big lift as well to an ambitious U.S. program of space exploration .	as	well	mwe
32559	Another federal agency not normally associated with disaster relief -- the Internal Revenue Service -- moved quickly as well .	as	well	mwe
32731	Meanwhile , several other major installations around the Valley -- America 's center of high-tech -- said they , too , fared as well as could be expected .	as	well	mwe
33743	Efforts to fight the blaze were hampered because water mains were severed as well .	as	well	mwe
34592	The firm brought in to strengthen the structure could be liable as well .	as	well	mwe
34766	A reflective and growing consensus of Americans clearly wishes to apply the right to privacy in contraceptive matters ( decided in the Griswold case ) to abortion as well .	as	well	mwe
34950	The first analyst said that the Japanese , as well as the Chinese , bought copper earlier in the week in London , but that this purchasing has since slackened as the supply situation , at least over the long term , appears to have improved .	as	well	mwe
35065	Assuming modern audiences readily understand that Moliere 's social indictment covers their world as well as 17th-century Paris , Mr. Wilbur concentrated his formidable artistry on rendering the Alexandrine French verse into sprightly and theatrical English iambic pentameter .	as	well	mwe
35863	Soon the studio is producing a $ 40 million picture called `` Tet , the Motion Picture , '' to distinguish it from `` Tet , the Offensive , '' as well as `` Tet , the Book '' and `` Tet , the Album . ''	as	well	mwe
35871	`` Mastergate '' is subtitled `` a play on words , '' and Mr. Gelbart plays that game as well as anyone .	as	well	mwe
36188	United 's directors voted themselves , and their spouses , lifetime access to the Friendly Skies -- free first-class travel , and $ 20,000 a year for life as well .	as	well	mwe
36486	William R. Attridge resigned those posts , as well as a seat on NESB 's board .	as	well	mwe
36497	The study , by Susan Devesa , William Blot and Joseph Fraumeni of the institute 's staff , also shows that the incidence of lung cancer as well as the death rate declined over the decade for all groups in the 35-44 age bracket , except black men .	as	well	mwe
36525	The forces at work included computer-guided trading , as well as profit-driven market makers and institutional investors who had bought stock on the cheap during the recent correction .	as	well	mwe
36684	There has been a surge in syndicated children 's shows to independent stations , as well as competition from videocassettes for kids and from cable outlets such as Nickelodeon and the Disney Channel .	as	well	mwe
36814	This law aids hurricane-wracked locales named by the president as disaster areas , as well as regions so designated after other 1989 disasters .	as	well	mwe
37705	Aside from computer-guided selling , airline stocks took a beating as well .	as	well	mwe
38224	The company did n't disclose the new estimate but said the change was related to Integrated 's failure to sell its core businesses , as well as `` other events , '' which it did n't detail , that occurred after its announcement last week that it was in talks with the unidentified prospective buyer .	as	well	mwe
38302	Observers said it appeared that British Air was angered at the way the bid has degenerated into confusion , as well as by the banks ' effort to round up financing for what one called `` a deal that is n't a deal . ''	as	well	mwe
38307	The machinists also asked for an investigation by the Securities and Exchange Commission into possible securities-law violations in the original bid for UAL by Mr. Davis , as well as in the response by UAL .	as	well	mwe
38315	At a meeting Sept. 1 to consider the labor-management bid , the board also was informed by its investment adviser , First Boston Corp. , of interest expressed by buy-out funds including Kohlberg Kravis Roberts & Co. and Forstmann Little & Co. , as well as by Robert Bass , Morgan Stanley 's buy-out fund , and Pan Am Corp .	as	well	mwe
